frequency,raw
20.00,-3.19721
20.20,-3.18355
20.40,-3.16998
20.61,-3.15605
20.81,-3.14310
21.02,-3.13026
21.23,-3.11777
21.44,-3.10671
21.66,-3.09565
21.87,-3.08646
22.09,-3.07795
22.31,-3.07042
22.54,-3.06453
22.76,-3.05971
22.99,-3.05635
23.22,-3.05435
23.45,-3.05318
23.69,-3.05377
23.92,-3.05509
24.16,-3.05724
24.40,-3.06048
24.65,-3.06422
24.89,-3.06818
25.14,-3.07251
25.39,-3.07672
25.65,-3.08092
25.91,-3.08442
26.16,-3.08711
26.43,-3.08924
26.69,-3.09018
26.96,-3.08972
27.23,-3.08809
27.50,-3.08526
27.77,-3.08081
28.05,-3.07477
28.33,-3.06754
28.62,-3.05888
28.90,-3.04943
29.19,-3.03872
29.48,-3.02753
29.78,-3.01568
30.08,-3.00382
30.38,-2.99228
30.68,-2.98158
30.99,-2.97157
31.30,-2.96291
31.61,-2.95581
31.93,-2.95034
32.24,-2.94694
32.57,-2.94575
32.89,-2.94686
33.22,-2.95006
33.55,-2.95519
33.89,-2.96223
34.23,-2.97070
34.57,-2.98022
34.92,-2.99066
35.27,-3.00127
35.62,-3.01158
35.97,-3.02114
36.33,-3.02976
36.70,-3.03695
37.06,-3.04208
37.43,-3.04522
37.81,-3.04612
38.19,-3.04473
38.57,-3.04122
38.95,-3.03585
39.34,-3.02878
39.74,-3.02037
40.14,-3.01134
40.54,-3.00223
40.94,-2.99359
41.35,-2.98570
41.76,-2.97929
42.18,-2.97467
42.60,-2.97206
43.03,-2.97148
43.46,-2.97282
43.90,-2.97588
44.33,-2.98010
44.78,-2.98519
45.23,-2.99023
45.68,-2.99458
46.13,-2.99767
46.60,-2.99874
47.06,-2.99750
47.53,-2.99381
48.01,-2.98746
48.49,-2.97870
48.97,-2.96836
49.46,-2.95687
49.96,-2.94520
50.46,-2.93461
50.96,-2.92625
51.47,-2.92112
51.99,-2.91970
52.51,-2.92344
53.03,-2.93158
53.56,-2.94452
54.10,-2.96159
54.64,-2.98143
55.18,-3.00279
55.74,-3.02495
56.29,-3.04529
56.86,-3.06360
57.42,-3.07792
58.00,-3.08823
58.58,-3.09423
59.16,-3.09576
59.76,-3.09413
60.35,-3.09024
60.96,-3.08541
61.57,-3.08115
62.18,-3.07877
62.80,-3.07920
63.43,-3.08282
64.07,-3.08977
64.71,-3.09944
65.35,-3.11060
66.01,-3.12249
66.67,-3.13362
67.33,-3.14299
68.01,-3.15048
68.69,-3.15605
69.37,-3.16056
70.07,-3.16553
70.77,-3.17252
71.48,-3.18338
72.19,-3.19932
72.91,-3.22123
73.64,-3.24892
74.38,-3.28114
75.12,-3.31520
75.87,-3.34871
76.63,-3.37862
77.40,-3.40206
78.17,-3.41669
78.95,-3.42152
79.74,-3.41619
80.54,-3.40114
81.35,-3.37715
82.16,-3.34589
82.98,-3.30790
83.81,-3.26310
84.65,-3.21024
85.50,-3.14727
86.35,-3.07291
87.22,-2.98258
88.09,-2.87649
88.97,-2.75385
89.86,-2.61516
90.76,-2.46433
91.66,-2.30738
92.58,-2.14609
93.51,-1.98699
94.44,-1.83472
95.39,-1.68726
96.34,-1.54638
97.30,-1.40852
98.28,-1.27005
99.26,-1.13321
100.25,-0.99832
101.25,-0.86915
102.27,-0.74918
103.29,-0.64462
104.32,-0.55571
105.37,-0.47916
106.42,-0.41108
107.48,-0.34457
108.56,-0.27439
109.64,-0.20067
110.74,-0.12491
111.85,-0.05340
112.97,0.00817
114.10,0.05703
115.24,0.09493
116.39,0.12753
117.55,0.16161
118.73,0.20222
119.92,0.24896
121.12,0.29728
122.33,0.34090
123.55,0.37563
124.79,0.40341
126.03,0.43073
127.29,0.46744
128.57,0.51995
129.85,0.58727
131.15,0.66211
132.46,0.73222
133.79,0.78864
135.12,0.82872
136.48,0.85887
137.84,0.88722
139.22,0.91888
140.61,0.95117
142.02,0.97668
143.44,0.98981
144.87,0.99342
146.32,0.99847
147.78,1.01709
149.26,1.05407
150.75,1.10217
152.26,1.14733
153.78,1.17806
155.32,1.19495
156.88,1.20888
158.44,1.23013
160.03,1.25899
161.63,1.27373
163.24,1.28272
164.88,1.27601
166.53,1.26725
168.19,1.27110
169.87,1.28860
171.57,1.30516
173.29,1.30422
175.02,1.28469
176.77,1.26326
178.54,1.25778
180.32,1.26936
182.13,1.28307
183.95,1.28600
185.79,1.28400
187.65,1.29446
189.52,1.32254
191.42,1.34984
193.33,1.35018
195.27,1.31892
197.22,1.27895
199.19,1.25212
201.18,1.23629
203.19,1.21359
205.23,1.17973
207.28,1.15332
209.35,1.14977
211.44,1.15841
213.56,1.15653
215.69,1.14031
217.85,1.12749
220.03,1.12640
222.23,1.12148
224.45,1.10040
226.70,1.07764
228.96,1.07196
231.25,1.07188
233.57,1.05170
235.90,1.00526
238.26,0.98191
240.64,0.97944
243.05,0.97536
245.48,0.96123
247.93,0.95557
250.41,0.96061
252.92,0.95248
255.45,0.93365
258.00,0.93898
260.58,0.96799
263.19,0.97497
