frequency,raw
20.00,4.68373
20.20,4.69720
20.40,4.70959
20.61,4.72145
20.81,4.73158
21.02,4.74007
21.23,4.74764
21.44,4.75180
21.66,4.75498
21.87,4.75506
22.09,4.75290
22.31,4.74877
22.54,4.74069
22.76,4.73147
22.99,4.71883
23.22,4.70390
23.45,4.68757
23.69,4.66766
23.92,4.64748
24.16,4.62528
24.40,4.60167
24.65,4.57669
24.89,4.55234
25.14,4.52706
25.39,4.50217
25.65,4.47680
25.91,4.45279
26.16,4.43088
26.43,4.40849
26.69,4.38864
26.96,4.37012
27.23,4.35318
27.50,4.33780
27.77,4.32443
28.05,4.31215
28.33,4.30106
28.62,4.29064
28.90,4.28140
29.19,4.27217
29.48,4.26279
29.78,4.25258
30.08,4.24145
30.38,4.22893
30.68,4.21426
30.99,4.19691
31.30,4.17709
31.61,4.15464
31.93,4.12860
32.24,4.10068
32.57,4.06783
32.89,4.03334
33.22,3.99566
33.55,3.95625
33.89,3.91437
34.23,3.87179
34.57,3.82911
34.92,3.78570
35.27,3.74341
35.62,3.70277
35.97,3.66417
36.33,3.62696
36.70,3.59153
37.06,3.55980
37.43,3.52994
37.81,3.50189
38.19,3.47604
38.57,3.45183
38.95,3.42864
39.34,3.40518
39.74,3.38071
40.14,3.35507
40.54,3.32762
40.94,3.29783
41.35,3.26453
41.76,3.22818
42.18,3.18774
42.60,3.14466
43.03,3.09840
43.46,3.05075
43.90,3.00150
44.33,2.95395
44.78,2.90615
45.23,2.86126
45.68,2.82017
46.13,2.78359
46.60,2.75150
47.06,2.72569
47.53,2.70483
48.01,2.68909
48.49,2.67846
48.97,2.67126
49.46,2.66632
49.96,2.66229
50.46,2.65757
50.96,2.65058
51.47,2.63961
51.99,2.62393
52.51,2.60205
53.03,2.57480
53.56,2.54127
54.10,2.50209
54.64,2.45904
55.18,2.41329
55.74,2.36457
56.29,2.31663
56.86,2.26795
57.42,2.22174
58.00,2.17587
58.58,2.13170
59.16,2.08884
59.76,2.04486
60.35,2.00107
60.96,1.95425
61.57,1.90530
62.18,1.85376
62.80,1.79895
63.43,1.74146
64.07,1.68214
64.71,1.62327
65.35,1.56612
66.01,1.51006
66.67,1.45763
67.33,1.40920
68.01,1.36290
68.69,1.31920
69.37,1.27669
70.07,1.23261
70.77,1.18675
71.48,1.13748
72.19,1.08524
72.91,1.03001
73.64,0.97335
74.38,0.91769
75.12,0.86652
75.87,0.82190
76.63,0.78618
77.40,0.76084
78.17,0.74632
78.95,0.74137
79.74,0.74401
80.54,0.75153
81.35,0.76096
82.16,0.76951
82.98,0.77583
83.81,0.77978
84.65,0.78264
85.50,0.78704
86.35,0.79592
87.22,0.81273
88.09,0.83949
