frequency,raw
20.00,4.63125
20.20,4.64042
20.40,4.64852
20.61,4.65591
20.81,4.66185
21.02,4.66613
21.23,4.66955
21.44,4.66993
21.66,4.66929
21.87,4.66610
22.09,4.66084
22.31,4.65390
22.54,4.64351
22.76,4.63236
22.99,4.61828
23.22,4.60243
23.45,4.58550
23.69,4.56575
23.92,4.54610
24.16,4.52486
24.40,4.50293
24.65,4.48005
24.89,4.45808
25.14,4.43589
25.39,4.41439
25.65,4.39286
25.91,4.37313
26.16,4.35558
26.43,4.33810
26.69,4.32321
26.96,4.31001
27.23,4.29849
27.50,4.28860
27.77,4.28074
28.05,4.27416
28.33,4.26870
28.62,4.26402
28.90,4.26016
29.19,4.25628
29.48,4.25204
29.78,4.24687
30.08,4.24049
30.38,4.23239
30.68,4.22173
30.99,4.20818
31.30,4.19179
31.61,4.17244
31.93,4.14926
32.24,4.12383
32.57,4.09331
32.89,4.06089
33.22,4.02522
33.55,3.98777
33.89,3.94795
34.23,3.90756
34.57,3.86731
34.92,3.82675
35.27,3.78777
35.62,3.75097
35.97,3.71688
36.33,3.68505
36.70,3.65606
37.06,3.63151
37.43,3.61003
37.81,3.59168
38.19,3.57663
38.57,3.56429
38.95,3.55397
39.34,3.54465
39.74,3.53551
40.14,3.52583
40.54,3.51472
40.94,3.50137
41.35,3.48472
41.76,3.46445
42.18,3.43946
42.60,3.41051
43.03,3.37704
43.46,3.34023
43.90,3.29982
44.33,3.25844
44.78,3.21422
45.23,3.17022
45.68,3.12735
46.13,3.08640
46.60,3.04678
47.06,3.01119
47.53,2.97815
48.01,2.94790
48.49,2.92093
48.97,2.89619
49.46,2.87247
49.96,2.84890
50.46,2.82484
50.96,2.79929
51.47,2.77079
51.99,2.73899
52.51,2.70359
53.03,2.66529
53.56,2.62343
54.10,2.57871
54.64,2.53287
55.18,2.48687
55.74,2.44001
56.29,2.39560
56.86,2.35172
57.42,2.31087
58.00,2.27069
58.58,2.23196
59.16,2.19389
59.76,2.15408
60.35,2.11348
60.96,2.06909
61.57,2.02195
62.18,1.97183
62.80,1.91847
63.43,1.86280
64.07,1.80603
64.71,1.75071
65.35,1.69816
66.01,1.64791
66.67,1.60224
67.33,1.56123
68.01,1.52279
68.69,1.48663
69.37,1.45086
70.07,1.41232
70.77,1.37018
71.48,1.32250
72.19,1.26957
72.91,1.21132
73.64,1.14948
74.38,1.08667
75.12,1.02681
75.87,0.97210
76.63,0.92508
77.40,0.88737
78.17,0.85968
78.95,0.84071
79.74,0.82870
80.54,0.82133
81.35,0.81627
82.16,0.81181
82.98,0.80740
83.81,0.80396
84.65,0.80388
85.50,0.81053
86.35,0.82687
87.22,0.85645
88.09,0.90024
88.97,0.95787
89.86,1.02808
90.76,1.10693
91.66,1.18976
92.58,1.27480
93.51,1.35889
94.44,1.44094
95.39,1.52428
96.34,1.60969
97.30,1.70052
98.28,1.79836
99.26,1.89945
100.25,2.00028
101.25,2.09450
102.27,2.17662
103.29,2.24068
104.32,2.28638
105.37,2.31740
106.42,2.33898
107.48,2.35756
108.56,2.37760
109.64,2.39977
110.74,2.42241
111.85,2.44164
112.97,2.45457
114.10,2.46115
115.24,2.46464
116.39,2.47040
117.55,2.48340
118.73,2.50624
119.92,2.53685
121.12,2.57045
122.33,2.60191
123.55,2.62858
124.79,2.65253
126.03,2.67825
127.29,2.71095
128.57,2.75133
129.85,2.79340
131.15,2.82797
132.46,2.84520
133.79,2.84251
135.12,2.82658
136.48,2.81059
137.84,2.80850
139.22,2.82699
140.61,2.86310
142.02,2.90628
143.44,2.94419
144.87,2.97098
146.32,2.98968
147.78,3.00855
149.26,3.03499
150.75,3.06983
152.26,3.10766
153.78,3.13981
155.32,3.15947
156.88,3.16242
158.44,3.14617
160.03,3.10807
161.63,3.03850
163.24,2.96500
164.88,2.88983
166.53,2.82683
