frequency,raw
20.00,-2.36069
20.20,-2.34662
20.40,-2.33275
20.61,-2.31861
20.81,-2.30556
21.02,-2.29282
21.23,-2.28050
21.44,-2.26990
21.66,-2.25943
21.87,-2.25105
22.09,-2.24359
22.31,-2.23727
22.54,-2.23299
22.76,-2.22983
22.99,-2.22849
23.22,-2.22871
23.45,-2.22990
23.69,-2.23324
23.92,-2.23731
24.16,-2.24246
24.40,-2.24889
24.65,-2.25604
24.89,-2.26334
25.14,-2.27125
25.39,-2.27906
25.65,-2.28703
25.91,-2.29432
26.16,-2.30062
26.43,-2.30664
26.69,-2.31130
26.96,-2.31464
27.23,-2.31678
27.50,-2.31769
27.77,-2.31693
28.05,-2.31469
28.33,-2.31126
28.62,-2.30654
28.90,-2.30091
29.19,-2.29421
29.48,-2.28709
29.78,-2.27955
30.08,-2.27210
30.38,-2.26510
30.68,-2.25910
30.99,-2.25409
31.30,-2.25058
31.61,-2.24877
31.93,-2.24890
32.24,-2.25104
32.57,-2.25584
32.89,-2.26281
33.22,-2.27205
33.55,-2.28317
33.89,-2.29627
34.23,-2.31066
34.57,-2.32588
34.92,-2.34193
35.27,-2.35783
35.62,-2.37308
35.97,-2.38721
36.33,-2.40013
36.70,-2.41130
37.06,-2.41991
37.43,-2.42621
37.81,-2.42997
38.19,-2.43109
38.57,-2.42980
38.95,-2.42642
39.34,-2.42123
39.74,-2.41465
40.14,-2.40743
40.54,-2.40021
40.94,-2.39357
41.35,-2.38796
41.76,-2.38409
42.18,-2.38243
42.60,-2.38314
43.03,-2.38633
43.46,-2.39182
43.90,-2.39949
44.33,-2.40856
44.78,-2.41906
45.23,-2.42974
45.68,-2.43992
46.13,-2.44899
46.60,-2.45641
47.06,-2.46144
47.53,-2.46416
48.01,-2.46434
48.49,-2.46206
48.97,-2.45814
49.46,-2.45311
49.96,-2.44789
50.46,-2.44361
50.96,-2.44138
51.47,-2.44225
51.99,-2.44668
52.51,-2.45591
53.03,-2.46917
53.56,-2.48689
54.10,-2.50837
54.64,-2.53215
55.18,-2.55697
55.74,-2.58227
56.29,-2.60531
56.86,-2.62607
57.42,-2.64256
58.00,-2.65495
58.58,-2.66296
59.16,-2.66652
59.76,-2.66707
60.35,-2.66547
60.96,-2.66317
61.57,-2.66158
62.18,-2.66201
62.80,-2.66533
63.43,-2.67189
64.07,-2.68171
64.71,-2.69407
65.35,-2.70773
66.01,-2.72199
66.67,-2.73530
67.33,-2.74676
68.01,-2.75642
68.69,-2.76431
69.37,-2.77142
70.07,-2.77945
70.77,-2.78996
71.48,-2.80488
72.19,-2.82529
72.91,-2.85206
73.64,-2.88487
74.38,-2.92232
75.12,-2.96151
75.87,-3.00007
76.63,-3.03492
77.40,-3.06330
78.17,-3.08290
78.95,-3.09301
79.74,-3.09342
80.54,-3.08474
81.35,-3.06785
82.16,-3.04434
82.98,-3.01472
83.81,-2.97876
84.65,-2.93501
85.50,-2.88118
86.35,-2.81571
87.22,-2.73414
88.09,-2.63642
88.97,-2.52189
89.86,-2.39108
90.76,-2.24790
91.66,-2.09824
92.58,-1.94390
93.51,-1.79110
94.44,-1.64424
95.39,-1.50127
96.34,-1.36395
97.30,-1.22898
98.28,-1.09321
99.26,-0.95931
100.25,-0.82812
101.25,-0.70361
102.27,-0.58924
103.29,-0.49067
104.32,-0.40750
105.37,-0.33573
106.42,-0.27087
107.48,-0.20594
108.56,-0.13597
109.64,-0.06170
110.74,0.01470
111.85,0.08631
112.97,0.14718
114.10,0.19470
115.24,0.23118
116.39,0.26292
117.55,0.29726
118.73,0.33961
119.92,0.38949
121.12,0.44209
122.33,0.49077
123.55,0.53098
124.79,0.56435
126.03,0.59688
127.29,0.63784
128.57,0.69261
129.85,0.75873
131.15,0.82776
132.46,0.88685
133.79,0.92789
135.12,0.95090
136.48,0.96529
137.84,0.98265
139.22,1.00991
140.61,1.04488
142.02,1.07901
143.44,1.10410
144.87,1.12023
146.32,1.13616
147.78,1.16255
149.26,1.20332
150.75,1.25015
152.26,1.28780
153.78,1.30427
155.32,1.30099
156.88,1.29193
158.44,1.29217
160.03,1.30634
161.63,1.31650
163.24,1.33102
164.88,1.33695
166.53,1.34270
168.19,1.35858
169.87,1.38405
171.57,1.40522
173.29,1.40732
175.02,1.39017
176.77,1.36983
178.54,1.36235
180.32,1.36717
182.13,1.36843
183.95,1.35379
185.79,1.33063
187.65,1.31925
189.52,1.32964
191.42,1.34940
193.33,1.35674
195.27,1.34506
197.22,1.32807
199.19,1.31784
201.18,1.30801
203.19,1.28544
205.23,1.25511
207.28,1.24061
209.35,1.25259
211.44,1.26868
213.56,1.25720
215.69,1.21703
217.85,1.17814
220.03,1.16070
222.23,1.15189
224.45,1.13372
226.70,1.11412
228.96,1.11136
231.25,1.11854
233.57,1.11215
235.90,1.07993
238.26,1.05986
240.64,1.04145
243.05,1.00554
245.48,0.96088
247.93,0.94486
250.41,0.96475
252.92,0.98077
255.45,0.97162
258.00,0.96573
260.58,0.97893
263.19,0.98373
265.82,0.97250
268.48,0.98220
271.16,1.02129
273.87,1.04863
276.61,1.04899
279.38,1.04940
282.17,1.05452
284.99,1.06466
287.84,1.08550
290.72,1.10173
293.63,1.08683
296.57,1.07020
299.53,1.08843
302.53,1.09892
305.55,1.07931
308.61,1.04983
311.69,1.05065
314.81,1.02680
317.96,1.01076
321.14,0.99779
324.35,0.97107
327.59,0.92792
330.87,0.88028
334.18,0.82236
337.52,0.75751
340.90,0.73428
344.30,0.69497
347.75,0.64020
351.23,0.59013
354.74,0.55123
358.28,0.50417
361.87,0.49017
365.49,0.47618
369.14,0.48314
372.83,0.50960
376.56,0.48842
380.33,0.51432
384.13,0.53854
387.97,0.56556
391.85,0.61576
395.77,0.62429
399.73,0.66692
403.72,0.72343
407.76,0.76107
411.84,0.81210
415.96,0.81115
420.12,0.79441
424.32,0.79938
428.56,0.83797
432.85,0.87575
437.18,0.84507
441.55,0.86950
445.96,0.91294
450.42,0.95966
454.93,0.94870
459.48,0.94199
464.07,0.92298
468.71,0.90098
473.40,0.91399
478.13,0.90467
482.91,0.87011
487.74,0.82912
492.62,0.80223
497.55,0.75587
502.52,0.74456
507.55,0.71200
512.62,0.69182
517.75,0.64032
522.93,0.59893
528.16,0.55909
533.44,0.51425
538.77,0.47878
544.16,0.45777
549.60,0.43011
555.10,0.38419
560.65,0.32042
566.25,0.32923
571.92,0.36126
577.64,0.33376
583.41,0.29777
589.25,0.28539
595.14,0.31165
601.09,0.36088
607.10,0.41284
613.17,0.42887
619.30,0.48524
625.50,0.51533
631.75,0.53084
638.07,0.59106
644.45,0.66348
650.89,0.73959
657.40,0.77018
663.98,0.80111
670.62,0.84090
677.32,0.88700
684.10,0.93867
690.94,0.93658
697.85,0.93779
704.83,0.98691
711.87,1.04886
718.99,1.00997
726.18,1.04183
733.44,1.06209
740.78,1.07651
748.19,1.08294
755.67,1.09975
763.23,1.13772
770.86,1.14217
778.57,1.13285
786.35,1.12372
794.22,1.18392
802.16,1.18814
810.18,1.18320
818.28,1.17200
826.46,1.13899
834.73,1.11576
843.08,1.03988
851.51,0.96646
860.02,0.91434
868.62,0.84880
877.31,0.72865
886.08,0.66268
894.94,0.53265
903.89,0.46712
912.93,0.40415
922.06,0.32749
931.28,0.25219
940.59,0.15722
950.00,0.09504
959.50,0.08341
969.09,0.02951
978.78,0.00639
988.57,0.00095
998.46,-0.00611
1008.44,0.03348
1018.53,0.04804
1028.71,0.12684
1039.00,0.14873
1049.39,0.20037
1059.88,0.27270
1070.48,0.37611
1081.19,0.44541
1092.00,0.52656
1102.92,0.62787
1113.95,0.66756
1125.09,0.76732
1136.34,0.87828
1147.70,0.96529
1159.18,1.04038
1170.77,1.14601
1182.48,1.25925
1194.30,1.33618
1206.25,1.44730
1218.31,1.54928
1230.49,1.62212
1242.80,1.68566
1255.22,1.73657
1267.78,1.84627
1280.45,1.91223
1293.26,1.97718
1306.19,2.02541
1319.25,2.10147
1332.45,2.14336
1345.77,2.22674
1359.23,2.28414
1372.82,2.34780
1386.55,2.41681
1400.41,2.47411
1414.42,2.56193
1428.56,2.63184
1442.85,2.72384
1457.28,2.83103
1471.85,2.93166
1486.57,3.04376
1501.43,3.14789
1516.45,3.23061
1531.61,3.34815
1546.93,3.41901
1562.40,3.49973
1578.02,3.55748
1593.80,3.59585
1609.74,3.66760
1625.84,3.72683
1642.10,3.76566
1658.52,3.79319
1675.10,3.81319
1691.85,3.81995
1708.77,3.84627
1725.86,3.86269
1743.12,3.84539
1760.55,3.88724
1778.15,3.89216
1795.94,3.89699
1813.90,3.93489
1832.03,3.96243
1850.36,4.02009
1868.86,4.08225
1887.55,4.12449
1906.42,4.18666
1925.49,4.26843
1944.74,4.31976
1964.19,4.40276
1983.83,4.49068
2003.67,4.56569
2023.71,4.63190
2043.94,4.71836
2064.38,4.78378
2085.03,4.88132
2105.88,4.96454
2126.94,5.06864
2148.20,5.17049
2169.69,5.24354
2191.38,5.35537
2213.30,5.46061
2235.43,5.57406
2257.78,5.66539
2280.36,5.77400
2303.17,5.87899
2326.20,6.00029
2349.46,6.13636
2372.95,6.26042
2396.68,6.37998
2420.65,6.50453
2444.86,6.65773
2469.31,6.80295
2494.00,6.97840
2518.94,7.12971
2544.13,7.28481
2569.57,7.44636
2595.27,7.61409
2621.22,7.78351
2647.43,7.91976
2673.90,8.06031
2700.64,8.18478
2727.65,8.32044
2754.93,8.44136
2782.48,8.54554
2810.30,8.64750
2838.40,8.70660
2866.79,8.76034
2895.46,8.81287
2924.41,8.83278
2953.65,8.84805
2983.19,8.85238
3013.02,8.83007
3043.15,8.78658
3073.58,8.74297
3104.32,8.70470
3135.36,8.64284
3166.72,8.57882
3198.38,8.49336
3230.37,8.41309
3262.67,8.31337
3295.30,8.24898
3328.25,8.15124
3361.53,8.04887
3395.15,7.92861
3429.10,7.81404
3463.39,7.68303
3498.03,7.56885
3533.01,7.46380
3568.34,7.34301
3604.02,7.22734
3640.06,7.13046
3676.46,7.02158
3713.22,6.93354
3750.36,6.86504
3787.86,6.77836
3825.74,6.69032
3864.00,6.61145
3902.64,6.53632
3941.66,6.46296
3981.08,6.43756
4020.89,6.38500
4061.10,6.34683
4101.71,6.29811
4142.73,6.27665
4184.15,6.24260
4226.00,6.23821
4268.26,6.23301
4310.94,6.22889
4354.05,6.24133
4397.59,6.24597
4441.56,6.27136
4485.98,6.30139
4530.84,6.33997
4576.15,6.40434
4621.91,6.45517
4668.13,6.53218
4714.81,6.60981
4761.96,6.70371
4809.58,6.84098
4857.67,6.94913
4906.25,7.09665
4955.31,7.23742
5004.87,7.40342
5054.91,7.59418
5105.46,7.78136
5156.52,7.99732
5208.08,8.22494
5260.16,8.46628
5312.77,8.70132
5365.89,8.91710
5419.55,9.11967
5473.75,9.30442
5528.49,9.44849
5583.77,9.54659
5639.61,9.58922
5696.00,9.55559
5752.96,9.45214
5810.49,9.26509
5868.60,8.99632
5927.28,8.65938
5986.56,8.28920
6046.42,7.83853
6106.89,7.35645
6167.96,6.87572
6229.64,6.40581
6291.93,5.95184
6354.85,5.53118
6418.40,5.14435
6482.58,4.79076
6547.41,4.49684
6612.88,4.22853
6679.01,4.00014
6745.80,3.78610
6813.26,3.57970
6881.39,3.39096
6950.21,3.21895
7019.71,3.05466
7089.91,2.87919
7160.81,2.67004
7232.41,2.43624
7304.74,2.16913
7377.79,1.89192
7451.56,1.59594
7526.08,1.28854
7601.34,0.97487
7677.35,0.66415
7754.13,0.35337
7831.67,0.04007
7909.98,-0.25469
7989.08,-0.53486
8068.98,-0.81787
8149.67,-1.08369
8231.16,-1.32969
8313.47,-1.55757
8396.61,-1.76842
8480.57,-1.97212
8565.38,-2.17775
8651.03,-2.38327
8737.54,-2.58339
8824.92,-2.77341
8913.17,-2.97887
9002.30,-3.17339
9092.32,-3.38911
9183.25,-3.61587
9275.08,-3.85623
9367.83,-4.11688
9461.51,-4.38272
9556.12,-4.67365
9651.68,-4.97531
9748.20,-5.27217
9845.68,-5.57000
9944.14,-5.83962
10043.58,-6.10157
10144.02,-6.32693
10245.46,-6.53525
10347.91,-6.72044
10451.39,-6.90121
10555.91,-7.08203
10661.46,-7.26261
10768.08,-7.46693
10875.76,-7.66537
10984.52,-7.85233
11094.36,-8.05311
11205.31,-8.25601
11317.36,-8.46664
11430.53,-8.67313
11544.84,-8.88658
11660.29,-9.09452
11776.89,-9.30794
11894.66,-9.48502
12013.60,-9.67236
12133.74,-9.85408
12255.08,-10.04768
12377.63,-10.22452
12501.41,-10.40332
12626.42,-10.59553
12752.68,-10.77119
12880.21,-10.96465
13009.01,-11.15416
13139.10,-11.34506
13270.49,-11.52726
13403.20,-11.69650
13537.23,-11.87509
13672.60,-12.05356
13809.33,-12.22549
13947.42,-12.39546
14086.90,-12.57583
14227.77,-12.73525
14370.04,-12.89524
14513.74,-13.06441
14658.88,-13.22447
14805.47,-13.39611
14953.52,-13.55369
15103.06,-13.75590
15254.09,-13.97589
15406.63,-14.19518
15560.70,-14.41345
15716.30,-14.63544
15873.47,-14.85095
16032.20,-15.08259
16192.52,-15.40425
16354.45,-15.70886
16517.99,-16.02395
16683.17,-16.34907
16850.01,-16.64870
17018.51,-16.96174
17188.69,-17.35618
17360.58,-17.74822
17534.18,-18.13795
17709.53,-18.49652
17886.62,-18.86378
18065.49,-19.26258
18246.14,-19.71596
18428.60,-20.17843
18612.89,-20.63340
18799.02,-21.11125
18987.01,-21.55296
19176.88,-22.09706
19368.65,-22.64853
19562.33,-23.19007
19757.96,-23.71599
19955.54,-24.26343
