frequency,raw
20.00,-3.35484
20.20,-3.34024
20.40,-3.32563
20.61,-3.31053
20.81,-3.29638
21.02,-3.28220
21.23,-3.26830
21.44,-3.25569
21.66,-3.24297
21.87,-3.23207
22.09,-3.22170
22.31,-3.21224
22.54,-3.20422
22.76,-3.19732
22.99,-3.19172
23.22,-3.18741
23.45,-3.18390
23.69,-3.18201
23.92,-3.18095
24.16,-3.18059
24.40,-3.18134
24.65,-3.18252
24.89,-3.18403
25.14,-3.18589
25.39,-3.18768
25.65,-3.18943
25.91,-3.19061
26.16,-3.19115
26.43,-3.19105
26.69,-3.18999
26.96,-3.18759
27.23,-3.18416
27.50,-3.17965
27.77,-3.17369
28.05,-3.16624
28.33,-3.15776
28.62,-3.14795
28.90,-3.13754
29.19,-3.12602
29.48,-3.11415
29.78,-3.10174
30.08,-3.08946
30.38,-3.07763
30.68,-3.06675
30.99,-3.05665
31.30,-3.04797
31.61,-3.04091
31.93,-3.03553
32.24,-3.03222
32.57,-3.03113
32.89,-3.03230
33.22,-3.03549
33.55,-3.04053
33.89,-3.04737
34.23,-3.05550
34.57,-3.06453
34.92,-3.07429
35.27,-3.08402
35.62,-3.09323
35.97,-3.10148
36.33,-3.10851
36.70,-3.11383
37.06,-3.11689
37.43,-3.11765
37.81,-3.11587
38.19,-3.11156
38.57,-3.10491
38.95,-3.09622
39.34,-3.08559
39.74,-3.07342
40.14,-3.06055
40.54,-3.04759
40.94,-3.03514
41.35,-3.02348
41.76,-3.01346
42.18,-3.00545
42.60,-2.99977
43.03,-2.99644
43.46,-2.99547
43.90,-2.99664
44.33,-2.99951
44.78,-3.00374
45.23,-3.00839
45.68,-3.01278
46.13,-3.01629
46.60,-3.01815
47.06,-3.01793
47.53,-3.01541
48.01,-3.01032
48.49,-3.00275
48.97,-2.99348
49.46,-2.98284
49.96,-2.97169
50.46,-2.96126
50.96,-2.95264
51.47,-2.94679
51.99,-2.94425
52.51,-2.94646
53.03,-2.95279
53.56,-2.96367
54.10,-2.97855
54.64,-2.99620
55.18,-3.01549
55.74,-3.03569
56.29,-3.05438
56.86,-3.07128
57.42,-3.08453
58.00,-3.09404
58.58,-3.09947
59.16,-3.10063
59.76,-3.09871
60.35,-3.09452
60.96,-3.08927
61.57,-3.08438
62.18,-3.08109
62.80,-3.08024
63.43,-3.08221
64.07,-3.08711
64.71,-3.09440
65.35,-3.10294
66.01,-3.11195
66.67,-3.12011
67.33,-3.12650
68.01,-3.13099
68.69,-3.13367
69.37,-3.13544
70.07,-3.13774
70.77,-3.14220
71.48,-3.15059
72.19,-3.16410
72.91,-3.18354
73.64,-3.20866
74.38,-3.23816
75.12,-3.26937
75.87,-3.29987
76.63,-3.32665
77.40,-3.34693
78.17,-3.35849
78.95,-3.36047
79.74,-3.35267
80.54,-3.33571
81.35,-3.31059
82.16,-3.27916
82.98,-3.24202
83.81,-3.19918
84.65,-3.14940
85.50,-3.09055
86.35,-3.02111
87.22,-2.93647
88.09,-2.83652
88.97,-2.72031
89.86,-2.58816
90.76,-2.44379
91.66,-2.29297
92.58,-2.13749
93.51,-1.98364
94.44,-1.83596
95.39,-1.69248
96.34,-1.55492
97.30,-1.41976
98.28,-1.28340
99.26,-1.14800
100.25,-1.01374
101.25,-0.88416
102.27,-0.76248
103.29,-0.65467
104.32,-0.56086
105.37,-0.47773
106.42,-0.40184
107.48,-0.32675
108.56,-0.24783
109.64,-0.16624
110.74,-0.08425
111.85,-0.00912
112.97,0.05291
114.10,0.09904
115.24,0.13166
116.39,0.15760
117.55,0.18518
118.73,0.22111
119.92,0.26644
121.12,0.31756
122.33,0.36849
123.55,0.41452
124.79,0.45622
126.03,0.49798
127.29,0.54774
128.57,0.60985
129.85,0.68119
131.15,0.75330
132.46,0.81316
133.79,0.85247
135.12,0.87096
136.48,0.87758
137.84,0.88426
139.22,0.89864
140.61,0.92022
142.02,0.94261
143.44,0.95987
144.87,0.97334
146.32,0.99191
147.78,1.02549
149.26,1.07711
150.75,1.13786
152.26,1.19242
153.78,1.22832
155.32,1.24607
156.88,1.25757
158.44,1.27498
160.03,1.30038
161.63,1.31343
163.24,1.32252
164.88,1.31667
166.53,1.30789
168.19,1.30967
169.87,1.32303
171.57,1.33445
173.29,1.32917
175.02,1.30769
176.77,1.28732
178.54,1.28536
180.32,1.30138
182.13,1.31811
183.95,1.31977
185.79,1.31010
187.65,1.30650
189.52,1.31720
191.42,1.32952
193.33,1.32402
195.27,1.29961
197.22,1.27700
199.19,1.27213
201.18,1.27625
203.19,1.26719
205.23,1.23988
207.28,1.21489
209.35,1.20959
211.44,1.21374
213.56,1.20379
215.69,1.17548
217.85,1.14696
220.03,1.12856
222.23,1.10873
224.45,1.08085
226.70,1.06381
228.96,1.07581
231.25,1.09890
233.57,1.09788
235.90,1.06112
238.26,1.04111
240.64,1.04194
243.05,1.04308
245.48,1.03236
247.93,1.02509
250.41,1.02500
252.92,1.01065
255.45,0.98216
258.00,0.96987
260.58,0.97620
263.19,0.96855
265.82,0.95022
268.48,0.96510
271.16,1.01121
273.87,1.03651
276.61,1.03409
279.38,1.04553
282.17,1.07031
284.99,1.08943
287.84,1.10262
290.72,1.10589
293.63,1.08117
296.57,1.05590
299.53,1.06668
302.53,1.07972
305.55,1.07980
308.61,1.07877
311.69,1.09546
314.81,1.06193
317.96,1.02459
321.14,1.00055
324.35,0.97101
327.59,0.91609
330.87,0.85537
334.18,0.81229
337.52,0.78548
340.90,0.77774
344.30,0.71369
347.75,0.63203
351.23,0.57605
354.74,0.53598
358.28,0.49394
361.87,0.50883
365.49,0.52273
369.14,0.51843
372.83,0.51630
376.56,0.49171
380.33,0.52636
384.13,0.54704
387.97,0.57534
391.85,0.63810
395.77,0.64544
399.73,0.67960
403.72,0.75437
407.76,0.82294
411.84,0.87161
415.96,0.85258
420.12,0.84671
424.32,0.86544
428.56,0.88688
432.85,0.92232
437.18,0.92730
441.55,0.95859
445.96,0.96940
450.42,0.98293
454.93,0.95186
459.48,0.94230
464.07,0.94043
468.71,0.95216
473.40,0.94543
478.13,0.91247
482.91,0.89535
487.74,0.84321
492.62,0.81674
497.55,0.79173
502.52,0.77500
507.55,0.72267
512.62,0.70265
517.75,0.65826
522.93,0.59942
528.16,0.56076
533.44,0.55690
538.77,0.51513
544.16,0.50506
549.60,0.45478
555.10,0.41078
560.65,0.41603
566.25,0.39054
571.92,0.37094
577.64,0.32492
583.41,0.33887
589.25,0.35569
595.14,0.34942
601.09,0.37949
607.10,0.39570
613.17,0.44359
619.30,0.50086
625.50,0.56181
631.75,0.59305
638.07,0.67078
644.45,0.70476
650.89,0.71868
657.40,0.77239
663.98,0.83407
670.62,0.87592
677.32,0.89627
684.10,0.93860
690.94,0.99895
697.85,1.00092
704.83,1.01119
711.87,1.03305
718.99,1.04708
726.18,1.07085
733.44,1.06614
740.78,1.10428
748.19,1.12073
755.67,1.12227
763.23,1.16171
770.86,1.20332
778.57,1.19275
786.35,1.19449
794.22,1.24604
802.16,1.24886
810.18,1.21492
818.28,1.20943
826.46,1.17044
834.73,1.15172
843.08,1.06544
851.51,0.99530
860.02,0.92925
868.62,0.85782
877.31,0.78449
886.08,0.68127
894.94,0.58081
903.89,0.48652
912.93,0.39178
922.06,0.33918
931.28,0.25501
940.59,0.17677
950.00,0.11168
959.50,0.05881
969.09,0.02652
978.78,0.01500
988.57,0.00195
998.46,-0.00707
1008.44,0.03877
1018.53,0.06164
1028.71,0.10368
1039.00,0.15456
1049.39,0.21085
1059.88,0.31307
1070.48,0.39021
1081.19,0.44596
1092.00,0.54829
1102.92,0.64854
1113.95,0.72165
1125.09,0.80113
1136.34,0.87528
1147.70,0.97281
1159.18,1.08529
1170.77,1.17127
1182.48,1.26358
1194.30,1.36562
1206.25,1.47576
1218.31,1.57120
1230.49,1.63769
1242.80,1.70438
1255.22,1.79640
1267.78,1.86531
1280.45,1.92200
1293.26,1.99628
1306.19,2.05999
1319.25,2.12321
1332.45,2.17363
1345.77,2.23684
1359.23,2.30805
1372.82,2.37898
1386.55,2.42173
1400.41,2.49211
1414.42,2.57926
1428.56,2.64372
1442.85,2.72967
1457.28,2.83017
1471.85,2.94634
1486.57,3.06435
1501.43,3.16926
1516.45,3.29466
1531.61,3.39997
1546.93,3.48458
1562.40,3.55372
1578.02,3.61357
1593.80,3.64361
1609.74,3.71786
1625.84,3.75105
1642.10,3.79815
1658.52,3.81034
1675.10,3.84353
1691.85,3.85134
1708.77,3.88505
1725.86,3.88092
1743.12,3.88709
1760.55,3.89210
1778.15,3.89836
1795.94,3.90406
1813.90,3.94123
1832.03,3.97373
1850.36,4.03914
1868.86,4.09061
1887.55,4.14786
1906.42,4.20555
1925.49,4.27840
1944.74,4.35418
1964.19,4.42983
1983.83,4.50837
2003.67,4.58052
2023.71,4.66600
2043.94,4.74641
2064.38,4.80097
2085.03,4.89380
2105.88,4.98763
2126.94,5.08340
2148.20,5.18323
2169.69,5.27738
2191.38,5.36238
2213.30,5.47846
2235.43,5.58573
2257.78,5.66895
2280.36,5.79806
2303.17,5.90845
2326.20,6.02875
2349.46,6.16534
2372.95,6.29506
2396.68,6.39507
2420.65,6.54309
2444.86,6.67628
2469.31,6.81776
2494.00,6.99151
2518.94,7.15190
2544.13,7.28145
2569.57,7.43985
2595.27,7.60071
2621.22,7.76642
2647.43,7.90721
2673.90,8.04652
2700.64,8.16401
2727.65,8.30294
2754.93,8.42507
2782.48,8.53105
2810.30,8.65363
2838.40,8.70529
2866.79,8.76590
2895.46,8.82454
2924.41,8.84463
2953.65,8.85034
2983.19,8.86754
3013.02,8.84923
3043.15,8.81074
3073.58,8.76188
3104.32,8.73374
3135.36,8.67606
3166.72,8.60379
3198.38,8.51176
3230.37,8.41245
3262.67,8.32103
3295.30,8.23386
3328.25,8.14277
3361.53,8.03047
3395.15,7.91283
3429.10,7.80708
3463.39,7.68739
3498.03,7.57245
3533.01,7.46172
3568.34,7.35460
3604.02,7.23847
3640.06,7.12032
3676.46,7.01072
3713.22,6.92204
3750.36,6.83448
3787.86,6.74201
3825.74,6.66131
3864.00,6.58916
3902.64,6.50537
3941.66,6.44358
3981.08,6.39311
4020.89,6.34985
4061.10,6.31349
