frequency,raw
20.00,1.09172
20.20,1.10245
20.40,1.11187
20.61,1.12049
20.81,1.12742
21.02,1.13248
21.23,1.13657
21.44,1.13727
21.66,1.13684
21.87,1.13354
22.09,1.12793
22.31,1.12044
22.54,1.10904
22.76,1.09674
22.99,1.08108
23.22,1.06331
23.45,1.04425
23.69,1.02176
23.92,0.99924
24.16,0.97475
24.40,0.94910
24.65,0.92214
24.89,0.89602
25.14,0.86916
25.39,0.84285
25.65,0.81617
25.91,0.79117
26.16,0.76854
26.43,0.74563
26.69,0.72564
26.96,0.70744
27.23,0.69125
27.50,0.67708
27.77,0.66560
28.05,0.65603
28.33,0.64838
28.62,0.64235
28.90,0.63833
29.19,0.63572
29.48,0.63401
29.78,0.63287
30.08,0.63201
30.38,0.63103
30.68,0.62931
30.99,0.62648
31.30,0.62225
31.61,0.61636
31.93,0.60831
32.24,0.59850
32.57,0.58551
32.89,0.57056
33.22,0.55308
33.55,0.53371
33.89,0.51210
34.23,0.48921
34.57,0.46549
34.92,0.44070
35.27,0.41602
35.62,0.39194
35.97,0.36886
36.33,0.34654
36.70,0.32539
37.06,0.30666
37.43,0.28940
37.81,0.27365
38.19,0.25966
38.57,0.24706
38.95,0.23540
39.34,0.22388
39.74,0.21189
40.14,0.19911
40.54,0.18494
40.94,0.16887
41.35,0.15003
41.76,0.12847
42.18,0.10336
42.60,0.07556
43.03,0.04471
43.46,0.01199
43.90,-0.02268
44.33,-0.05692
44.78,-0.09201
45.23,-0.12543
45.68,-0.15635
46.13,-0.18407
46.60,-0.20842
47.06,-0.22789
47.53,-0.24334
48.01,-0.25453
48.49,-0.26140
48.97,-0.26529
49.46,-0.26712
49.96,-0.26798
50.46,-0.26933
50.96,-0.27255
51.47,-0.27912
51.99,-0.28976
52.51,-0.30592
53.03,-0.32693
53.56,-0.35361
54.10,-0.38543
54.64,-0.42089
55.18,-0.45887
55.74,-0.49945
56.29,-0.53927
56.86,-0.57938
57.42,-0.61690
58.00,-0.65332
58.58,-0.68747
59.16,-0.71947
59.76,-0.75130
60.35,-0.78208
60.96,-0.81431
61.57,-0.84759
62.18,-0.88244
62.80,-0.91937
63.43,-0.95795
64.07,-0.99740
64.71,-1.03579
65.35,-1.07193
66.01,-1.10574
66.67,-1.13525
67.33,-1.16002
68.01,-1.18121
68.69,-1.19923
69.37,-1.21582
70.07,-1.23356
70.77,-1.25420
71.48,-1.28005
72.19,-1.31204
72.91,-1.35100
73.64,-1.39625
74.38,-1.44602
75.12,-1.49691
75.87,-1.54649
76.63,-1.59167
77.40,-1.62981
78.17,-1.65878
78.95,-1.67834
79.74,-1.68865
80.54,-1.69063
81.35,-1.68540
82.16,-1.67440
82.98,-1.65821
83.81,-1.63645
84.65,-1.60755
85.50,-1.56921
86.35,-1.51977
87.22,-1.45548
88.09,-1.37633
88.97,-1.28227
89.86,-1.17430
90.76,-1.05635
91.66,-0.93378
92.58,-0.80826
93.51,-0.68467
94.44,-0.56591
95.39,-0.44939
96.34,-0.33571
97.30,-0.22152
98.28,-0.10416
99.26,0.01363
100.25,0.13045
101.25,0.24206
102.27,0.34491
103.29,0.43380
104.32,0.50912
105.37,0.57455
106.42,0.63394
107.48,0.69315
108.56,0.75595
109.64,0.82090
110.74,0.88540
111.85,0.94307
112.97,0.98889
114.10,1.02122
115.24,1.04288
116.39,1.06002
117.55,1.07940
118.73,1.10583
119.92,1.13931
121.12,1.17636
122.33,1.21227
123.55,1.24417
124.79,1.27358
126.03,1.30445
127.29,1.34201
128.57,1.38719
129.85,1.43433
131.15,1.47464
132.46,1.49853
133.79,1.50366
135.12,1.49670
136.48,1.49097
137.84,1.49964
139.22,1.52841
140.61,1.57285
142.02,1.62134
143.44,1.66154
144.87,1.68853
146.32,1.70596
147.78,1.72076
149.26,1.73659
150.75,1.75007
152.26,1.75487
153.78,1.74898
155.32,1.73927
156.88,1.73772
158.44,1.75109
160.03,1.77450
161.63,1.78265
163.24,1.78271
164.88,1.76497
166.53,1.74399
168.19,1.73572
169.87,1.74382
171.57,1.75783
173.29,1.76392
175.02,1.75897
176.77,1.75257
178.54,1.75434
180.32,1.76121
182.13,1.75999
183.95,1.74318
185.79,1.72033
187.65,1.70884
189.52,1.71346
191.42,1.71853
193.33,1.70385
195.27,1.66727
197.22,1.62763
199.19,1.60068
201.18,1.58328
203.19,1.56276
205.23,1.53930
207.28,1.52749
209.35,1.53177
211.44,1.53171
213.56,1.50350
215.69,1.45257
217.85,1.40949
220.03,1.39325
222.23,1.39169
224.45,1.38580
226.70,1.37731
228.96,1.37730
231.25,1.37857
233.57,1.36345
235.90,1.32471
238.26,1.30159
240.64,1.28584
243.05,1.26075
245.48,1.23018
247.93,1.22188
250.41,1.24077
252.92,1.25300
255.45,1.23673
258.00,1.21146
260.58,1.19813
263.19,1.19566
265.82,1.20878
268.48,1.24439
271.16,1.27089
273.87,1.25183
276.61,1.21868
279.38,1.22718
282.17,1.26034
284.99,1.27528
287.84,1.26525
290.72,1.24690
293.63,1.22621
296.57,1.22367
299.53,1.25008
302.53,1.26246
305.55,1.24715
308.61,1.21652
311.69,1.20963
314.81,1.18417
317.96,1.16654
321.14,1.13812
324.35,1.09720
327.59,1.06113
330.87,1.03083
334.18,0.97460
337.52,0.89044
340.90,0.85306
344.30,0.82539
347.75,0.78467
351.23,0.72743
354.74,0.67556
358.28,0.62240
361.87,0.60301
365.49,0.57645
369.14,0.56413
372.83,0.58810
376.56,0.58207
380.33,0.60731
384.13,0.62710
387.97,0.67068
391.85,0.73924
395.77,0.74656
399.73,0.76468
403.72,0.79542
407.76,0.82754
411.84,0.87807
415.96,0.87407
420.12,0.88404
424.32,0.93405
428.56,0.94880
432.85,0.94334
437.18,0.94729
441.55,0.99652
445.96,0.99873
450.42,1.01435
454.93,1.03311
459.48,1.03702
464.07,1.00574
468.71,0.99658
473.40,0.97318
478.13,0.93306
482.91,0.94365
487.74,0.90621
492.62,0.84677
497.55,0.79799
502.52,0.77742
507.55,0.74841
512.62,0.72122
517.75,0.67699
522.93,0.64225
528.16,0.61664
533.44,0.61105
538.77,0.53855
544.16,0.51773
549.60,0.48493
555.10,0.44468
560.65,0.42847
566.25,0.40605
571.92,0.37191
577.64,0.33581
583.41,0.35388
589.25,0.35984
595.14,0.36695
601.09,0.39273
607.10,0.41169
613.17,0.45812
619.30,0.49286
625.50,0.55159
631.75,0.57384
638.07,0.64066
644.45,0.71714
650.89,0.74623
657.40,0.80141
663.98,0.83797
670.62,0.90564
677.32,0.93461
684.10,0.99279
690.94,1.02571
697.85,1.03035
704.83,1.05819
711.87,1.09005
718.99,1.08605
726.18,1.07875
733.44,1.08157
740.78,1.09473
748.19,1.11920
755.67,1.11982
763.23,1.13301
770.86,1.14697
778.57,1.17900
786.35,1.18918
794.22,1.20956
802.16,1.23018
810.18,1.20915
818.28,1.18480
826.46,1.18054
834.73,1.14669
843.08,1.07544
851.51,1.00073
860.02,0.94341
868.62,0.86864
877.31,0.75794
886.08,0.67151
894.94,0.57723
903.89,0.49118
912.93,0.40240
922.06,0.33852
931.28,0.26770
940.59,0.19736
950.00,0.11785
959.50,0.08298
969.09,0.04715
978.78,0.02261
988.57,0.01273
998.46,-0.00384
1008.44,0.02104
1018.53,0.04088
1028.71,0.09231
1039.00,0.14601
1049.39,0.21052
1059.88,0.29670
1070.48,0.37612
1081.19,0.47650
1092.00,0.54621
1102.92,0.63989
1113.95,0.71198
1125.09,0.79945
1136.34,0.87498
1147.70,0.97240
1159.18,1.06613
1170.77,1.14493
1182.48,1.25500
1194.30,1.34496
1206.25,1.44714
1218.31,1.56013
1230.49,1.63994
1242.80,1.71045
1255.22,1.77003
1267.78,1.84608
1280.45,1.91336
1293.26,1.98951
1306.19,2.03517
1319.25,2.11379
1332.45,2.18893
1345.77,2.24314
1359.23,2.30266
1372.82,2.37108
1386.55,2.41929
1400.41,2.50160
1414.42,2.57161
1428.56,2.64219
1442.85,2.72605
1457.28,2.83313
1471.85,2.92718
1486.57,3.03269
1501.43,3.14442
1516.45,3.24396
1531.61,3.34176
1546.93,3.43607
1562.40,3.51636
1578.02,3.57035
1593.80,3.62171
1609.74,3.67752
1625.84,3.70629
1642.10,3.77967
1658.52,3.79998
1675.10,3.80794
1691.85,3.82124
1708.77,3.81647
1725.86,3.85874
1743.12,3.85034
1760.55,3.86319
1778.15,3.88654
1795.94,3.88839
1813.90,3.93427
1832.03,3.96241
1850.36,4.01682
1868.86,4.07511
1887.55,4.13512
1906.42,4.19793
1925.49,4.27573
1944.74,4.34574
1964.19,4.42379
1983.83,4.50549
2003.67,4.58535
2023.71,4.66784
2043.94,4.73484
2064.38,4.81010
2085.03,4.90378
2105.88,4.99811
2126.94,5.09637
2148.20,5.18797
2169.69,5.30173
2191.38,5.40687
2213.30,5.52773
2235.43,5.62844
2257.78,5.73316
2280.36,5.82819
2303.17,5.93413
2326.20,6.04097
2349.46,6.18388
2372.95,6.30118
2396.68,6.42663
2420.65,6.57358
2444.86,6.70224
2469.31,6.86238
2494.00,7.03853
2518.94,7.18356
2544.13,7.33024
2569.57,7.47564
2595.27,7.62430
2621.22,7.77874
2647.43,7.92283
2673.90,8.05781
2700.64,8.19222
2727.65,8.33574
2754.93,8.46278
2782.48,8.57452
2810.30,8.67798
2838.40,8.74742
2866.79,8.80623
2895.46,8.85166
2924.41,8.88951
2953.65,8.91084
2983.19,8.90340
3013.02,8.90325
3043.15,8.86579
3073.58,8.83594
3104.32,8.79042
3135.36,8.74401
3166.72,8.67450
3198.38,8.59368
3230.37,8.50683
3262.67,8.40738
3295.30,8.31649
3328.25,8.23201
3361.53,8.12099
3395.15,8.00148
3429.10,7.88512
3463.39,7.76379
3498.03,7.64983
3533.01,7.54821
3568.34,7.44417
3604.02,7.33632
3640.06,7.23880
3676.46,7.13721
3713.22,7.05931
3750.36,6.97784
3787.86,6.89527
3825.74,6.82519
3864.00,6.74405
3902.64,6.68632
3941.66,6.62097
3981.08,6.59378
4020.89,6.54972
4061.10,6.52569
4101.71,6.47991
4142.73,6.47762
4184.15,6.46188
4226.00,6.46292
4268.26,6.46663
4310.94,6.48073
4354.05,6.49680
4397.59,6.51773
4441.56,6.54250
4485.98,6.59041
4530.84,6.62361
4576.15,6.70375
4621.91,6.76597
4668.13,6.84642
4714.81,6.94660
4761.96,7.06197
4809.58,7.20108
4857.67,7.32536
4906.25,7.48162
4955.31,7.64489
5004.87,7.81314
5054.91,8.02666
5105.46,8.22984
5156.52,8.45716
5208.08,8.69436
5260.16,8.94171
5312.77,9.20663
5365.89,9.43326
5419.55,9.66367
5473.75,9.86268
